"ID","Vehicles"
20170713041,40
20170713051,39
20170713061,44
20170713071,51
20170713081,55
20170713091,66
20170713101,84
20170713111,98
20170713121,98
20170713131,91
20170713141,92
20170713151,96
20170713161,92
20170713171,104
20170713181,102
20170713191,109
20170713201,107
20170713211,99
20170713221,89
20170713231,88
20170714001,84
20170714011,66
20170714021,58
20170714031,47
20170714041,40
20170714051,38
20170714061,43
20170714071,50
20170714081,55
20170714091,65
20170714101,84
20170714111,96
20170714121,98
20170714131,90
20170714141,92
20170714151,95
20170714161,91
20170714171,93
20170714181,101
20170714191,108
20170714201,100
20170714211,93
20170714221,88
20170714231,86
20170715001,82
20170715011,58
20170715021,57
20170715031,42
20170715041,40
20170715051,37
20170715061,42
20170715071,49
20170715081,55
20170715091,65
20170715101,83
20170715111,94
20170715121,98
20170715131,90
20170715141,92
20170715151,94
20170715161,91
20170715171,73
20170715181,100
20170715191,107
20170715201,96
20170715211,89
20170715221,88
20170715231,85
20170716001,81
20170716011,55
20170716021,57
20170716031,40
20170716041,40
20170716051,36
20170716061,41
20170716071,49
20170716081,55
20170716091,65
20170716101,83
20170716111,94
20170716121,99
20170716131,90
20170716141,92
20170716151,94
20170716161,91
20170716171,74
20170716181,101
20170716191,108
20170716201,97
20170716211,90
20170716221,88
20170716231,85
20170717001,82
20170717011,60
20170717021,57
20170717031,43
20170717041,40
20170717051,36
20170717061,42
20170717071,50
20170717081,55
20170717091,65
20170717101,83
20170717111,95
20170717121,99
20170717131,90
20170717141,92
20170717151,95
20170717161,91
20170717171,96
20170717181,102
20170717191,108
20170717201,102
20170717211,95
20170717221,88
20170717231,87
20170718001,84
20170718011,68
20170718021,58
20170718031,48
20170718041,40
20170718051,37
20170718061,43
20170718071,50
20170718081,55
20170718091,65
20170718101,84
20170718111,96
20170718121,99
20170718131,91
20170718141,92
20170718151,96
20170718161,92
20170718171,105
20170718181,102
20170718191,109
20170718201,107
20170718211,99
20170718221,89
20170718231,88
20170719001,85
20170719011,73
20170719021,58
20170719031,52
20170719041,40
20170719051,38
20170719061,44
20170719071,51
20170719081,56
20170719091,66
20170719101,84
20170719111,96
20170719121,99
20170719131,91
20170719141,92
20170719151,96
20170719161,92
20170719171,102
20170719181,103
20170719191,109
20170719201,109
20170719211,100
20170719221,89
20170719231,88
20170720001,85
20170720011,73
20170720021,58
20170720031,52
20170720041,40
20170720051,38
20170720061,44
20170720071,50
20170720081,56
20170720091,66
20170720101,84
20170720111,96
20170720121,99
20170720131,91
20170720141,92
20170720151,96
20170720161,92
20170720171,102
20170720181,102
20170720191,109
20170720201,106
20170720211,98
20170720221,89
20170720231,88
20170721001,84
20170721011,66
20170721021,58
20170721031,47
20170721041,40
20170721051,38
20170721061,43
20170721071,50
20170721081,56
20170721091,66
20170721101,84
20170721111,95
20170721121,99
20170721131,91
20170721141,92
20170721151,96
20170721161,92
20170721171,94
20170721181,102
20170721191,109
20170721201,101
20170721211,94
20170721221,88
20170721231,87
20170722001,83
20170722011,59
20170722021,58
20170722031,42
20170722041,40
20170722051,37
20170722061,42
20170722071,50
20170722081,56
20170722091,66
20170722101,84
20170722111,95
20170722121,99
20170722131,91
20170722141,92
20170722151,96
20170722161,92
20170722171,78
20170722181,102
20170722191,109
20170722201,99
20170722211,92
20170722221,88
20170722231,86
20170723001,82
20170723011,57
20170723021,57
20170723031,40
20170723041,40
20170723051,37
20170723061,42
20170723071,50
20170723081,56
20170723091,66
20170723101,84
20170723111,95
20170723121,99
20170723131,91
20170723141,92
20170723151,96
20170723161,92
20170723171,79
20170723181,102
20170723191,109
20170723201,99
20170723211,92
20170723221,88
20170723231,86
20170724001,83
20170724011,60
20170724021,57
20170724031,43
20170724041,40
20170724051,37
20170724061,42
20170724071,50
20170724081,56
20170724091,66
20170724101,84
20170724111,95
20170724121,100
20170724131,91
20170724141,92
20170724151,96
20170724161,92
20170724171,96
20170724181,103
20170724191,110
20170724201,102
20170724211,95
20170724221,88
20170724231,87
20170725001,84
20170725011,67
20170725021,58
20170725031,48
20170725041,40
20170725051,37
20170725061,43
20170725071,50
20170725081,56
20170725091,66
20170725101,84
20170725111,96
20170725121,100
20170725131,91
20170725141,92
20170725151,96
20170725161,92
20170725171,103
20170725181,103
20170725191,110
20170725201,106
20170725211,98
20170725221,88
20170725231,87
20170726001,84
20170726011,72
20170726021,58
20170726031,52
20170726041,40
20170726051,37
20170726061,43
20170726071,50
20170726081,56
20170726091,66
20170726101,84
20170726111,96
20170726121,100
20170726131,92
20170726141,92
20170726151,96
20170726161,93
20170726171,101
20170726181,103
20170726191,110
20170726201,106
20170726211,99
20170726221,89
20170726231,87
20170727001,84
20170727011,72
20170727021,58
20170727031,51
20170727041,40
20170727051,37
20170727061,43
20170727071,50
20170727081,56
20170727091,66
20170727101,85
20170727111,96
20170727121,100
20170727131,92
20170727141,92
20170727151,96
20170727161,93
20170727171,101
20170727181,103
20170727191,110
20170727201,105
20170727211,97
20170727221,89
20170727231,87
20170728001,84
20170728011,66
20170728021,58
20170728031,47
20170728041,40
20170728051,37
20170728061,43
20170728071,50
20170728081,56
20170728091,66
20170728101,85
20170728111,95
20170728121,100
20170728131,92
20170728141,92
20170728151,97
20170728161,93
20170728171,95
20170728181,103
20170728191,110
20170728201,102
20170728211,95
20170728221,88
20170728231,87
20170729001,83
20170729011,60
20170729021,58
20170729031,43
20170729041,40
20170729051,37
20170729061,43
20170729071,50
20170729081,56
20170729091,66
20170729101,85
20170729111,95
20170729121,100
20170729131,92
20170729141,92
20170729151,97
20170729161,93
20170729171,82
20170729181,103
20170729191,110
20170729201,100
20170729211,93
20170729221,88
20170729231,87
20170730001,83
20170730011,58
20170730021,58
20170730031,41
20170730041,40
20170730051,37
20170730061,42
20170730071,50
20170730081,56
20170730091,66
20170730101,85
20170730111,95
20170730121,100
20170730131,92
20170730141,92
20170730151,97
20170730161,93
20170730171,82
20170730181,103
20170730191,110
20170730201,101
20170730211,93
20170730221,88
20170730231,87
20170731001,83
20170731011,61
20170731021,58
20170731031,43
20170731041,40
20170731051,37
20170731061,43
20170731071,50
20170731081,56
20170731091,66
20170731101,85
20170731111,95
20170731121,100
20170731131,92
20170731141,92
20170731151,97
20170731161,93
20170731171,96
20170731181,103
20170731191,111
20170731201,103
20170731211,95
20170731221,88
20170731231,87
20170801001,83
20170801011,67
20170801021,58
20170801031,48
20170801041,40
20170801051,37
20170801061,43
20170801071,50
20170801081,56
20170801091,66
20170801101,85
20170801111,95
20170801121,101
20170801131,92
20170801141,92
20170801151,97
20170801161,93
20170801171,102
20170801181,104
20170801191,111
20170801201,105
20170801211,97
20170801221,88
20170801231,87
20170802001,84
20170802011,71
20170802021,58
20170802031,51
20170802041,40
20170802051,37
20170802061,43
20170802071,50
20170802081,56
20170802091,66
20170802101,85
20170802111,95
20170802121,101
20170802131,92
20170802141,92
20170802151,97
20170802161,93
20170802171,100
20170802181,104
20170802191,111
20170802201,105
20170802211,98
20170802221,88
20170802231,87
20170803001,84
20170803011,71
20170803021,58
20170803031,51
20170803041,40
20170803051,37
20170803061,43
20170803071,50
20170803081,57
20170803091,67
20170803101,85
20170803111,95
20170803121,101
20170803131,92
20170803141,92
20170803151,97
20170803161,93
20170803171,100
20170803181,104
20170803191,111
20170803201,104
20170803211,97
20170803221,88
20170803231,87
20170804001,84
20170804011,66
20170804021,58
20170804031,47
20170804041,40
20170804051,37
20170804061,43
20170804071,50
20170804081,57
20170804091,67
20170804101,85
20170804111,95
20170804121,101
20170804131,93
20170804141,92
20170804151,97
20170804161,94
20170804171,96
20170804181,104
20170804191,111
20170804201,102
20170804211,95
20170804221,88
20170804231,87
20170805001,83
20170805011,61
20170805021,58
20170805031,43
20170805041,40
20170805051,37
20170805061,43
20170805071,50
20170805081,57
20170805091,67
20170805101,85
20170805111,95
20170805121,101
20170805131,93
20170805141,92
20170805151,98
20170805161,94
20170805171,86
20170805181,104
20170805191,111
20170805201,101
20170805211,94
20170805221,88
20170805231,87
20170806001,83
20170806011,59
20170806021,58
20170806031,41
20170806041,40
20170806051,37
20170806061,43
20170806071,50
20170806081,57
20170806091,67
20170806101,85
20170806111,95
20170806121,101
20170806131,93
20170806141,92
20170806151,98
20170806161,94
20170806171,86
20170806181,104
20170806191,111
20170806201,101
20170806211,94
20170806221,88
20170806231,87
20170807001,83
20170807011,61
20170807021,58
20170807031,44
20170807041,40
20170807051,37
20170807061,43
20170807071,50
20170807081,57
20170807091,67
20170807101,86
20170807111,95
20170807121,101
20170807131,93
20170807141,92
20170807151,98
20170807161,94
20170807171,96
20170807181,104
20170807191,111
20170807201,103
20170807211,95
20170807221,88
20170807231,87
20170808001,83
20170808011,66
20170808021,58
20170808031,48
20170808041,40
20170808051,37
20170808061,43
20170808071,50
20170808081,57
20170808091,67
20170808101,86
20170808111,95
20170808121,101
20170808131,93
20170808141,92
20170808151,98
20170808161,94
20170808171,101
20170808181,105
20170808191,112
20170808201,104
20170808211,96
20170808221,88
20170808231,87
20170809001,84
20170809011,70
20170809021,58
20170809031,51
20170809041,40
20170809051,37
20170809061,43
20170809071,50
20170809081,57
20170809091,67
20170809101,86
20170809111,95
20170809121,102
20170809131,93
20170809141,92
20170809151,98
20170809161,94
20170809171,99
20170809181,105
20170809191,112
20170809201,104
20170809211,97
20170809221,88
20170809231,87
20170810001,84
20170810011,70
20170810021,58
20170810031,51
20170810041,40
20170810051,37
20170810061,43
20170810071,50
20170810081,57
20170810091,67
20170810101,86
20170810111,95
20170810121,102
20170810131,93
20170810141,92
20170810151,98
20170810161,94
20170810171,100
20170810181,105
20170810191,112
20170810201,104
20170810211,96
20170810221,88
20170810231,87
20170811001,83
20170811011,66
20170811021,58
20170811031,47
20170811041,40
20170811051,37
20170811061,43
20170811071,50
20170811081,57
20170811091,67
20170811101,86
20170811111,95
20170811121,102
20170811131,93
20170811141,92
20170811151,98
20170811161,94
20170811171,97
20170811181,105
20170811191,112
20170811201,103
20170811211,95
20170811221,88
20170811231,87
20170812001,83
20170812011,61
20170812021,58
20170812031,43
20170812041,40
20170812051,37
20170812061,43
20170812071,50
20170812081,57
20170812091,67
20170812101,86
20170812111,95
20170812121,102
20170812131,93
20170812141,92
20170812151,98
20170812161,95
20170812171,89
20170812181,105
20170812191,112
20170812201,102
20170812211,94
20170812221,88
20170812231,87
20170813001,83
20170813011,60
20170813021,58
20170813031,42
20170813041,40
20170813051,37
20170813061,43
20170813071,50
20170813081,57
20170813091,67
20170813101,86
20170813111,95
20170813121,102
20170813131,94
20170813141,92
20170813151,98
20170813161,95
20170813171,88
20170813181,105
20170813191,112
20170813201,102
20170813211,95
20170813221,88
20170813231,87
20170814001,83
20170814011,62
20170814021,58
20170814031,44
20170814041,40
20170814051,37
20170814061,43
20170814071,50
20170814081,57
20170814091,67
20170814101,86
20170814111,95
20170814121,102
20170814131,94
20170814141,92
20170814151,99
20170814161,95
20170814171,97
20170814181,105
20170814191,112
20170814201,103
20170814211,95
20170814221,88
20170814231,87
20170815001,83
20170815011,66
20170815021,58
20170815031,48
20170815041,40
20170815051,37
20170815061,43
20170815071,50
20170815081,57
20170815091,67
20170815101,86
20170815111,95
20170815121,102
20170815131,94
20170815141,92
20170815151,99
20170815161,95
20170815171,101
20170815181,105
20170815191,113
20170815201,104
20170815211,96
20170815221,88
20170815231,87
20170816001,84
20170816011,70
20170816021,58
20170816031,51
20170816041,40
20170816051,37
20170816061,43
20170816071,50
20170816081,57
20170816091,68
20170816101,86
20170816111,95
20170816121,102
20170816131,94
20170816141,92
20170816151,99
20170816161,95
20170816171,99
20170816181,106
20170816191,113
20170816201,104
20170816211,96
20170816221,88
20170816231,87
20170817001,83
20170817011,69
20170817021,58
20170817031,50
20170817041,40
20170817051,37
20170817061,43
20170817071,50
20170817081,58
20170817091,68
20170817101,87
20170817111,95
20170817121,102
20170817131,94
20170817141,92
20170817151,99
20170817161,95
20170817171,100
20170817181,106
20170817191,113
20170817201,103
20170817211,96
20170817221,88
20170817231,87
20170818001,83
20170818011,66
20170818021,58
20170818031,47
20170818041,40
20170818051,37
20170818061,43
20170818071,50
20170818081,58
20170818091,68
20170818101,87
20170818111,95
20170818121,103
20170818131,94
20170818141,92
20170818151,99
20170818161,95
20170818171,97
20170818181,106
20170818191,113
20170818201,103
20170818211,95
20170818221,88
20170818231,87
20170819001,83
20170819011,62
20170819021,58
20170819031,44
20170819041,40
20170819051,37
20170819061,43
20170819071,50
20170819081,58
20170819091,68
20170819101,87
20170819111,95
20170819121,103
20170819131,94
20170819141,92
20170819151,99
20170819161,95
20170819171,91
20170819181,106
20170819191,113
20170819201,102
20170819211,95
20170819221,88
20170819231,87
20170820001,83
20170820011,60
20170820021,58
20170820031,42
20170820041,40
20170820051,37
20170820061,43
20170820071,50
20170820081,58
20170820091,68
20170820101,87
20170820111,95
20170820121,103
20170820131,94
20170820141,92
20170820151,99
20170820161,95
20170820171,91
20170820181,106
20170820191,113
20170820201,102
20170820211,95
20170820221,88
20170820231,87
20170821001,83
20170821011,62
20170821021,58
20170821031,44
20170821041,40
20170821051,37
20170821061,43
20170821071,50
20170821081,58
20170821091,68
20170821101,87
20170821111,95
20170821121,103
20170821131,94
20170821141,92
20170821151,99
20170821161,96
20170821171,98
20170821181,106
20170821191,113
20170821201,103
20170821211,95
20170821221,88
20170821231,87
20170822001,83
20170822011,66
20170822021,58
20170822031,47
20170822041,40
20170822051,37
20170822061,43
20170822071,50
20170822081,58
20170822091,68
20170822101,87
20170822111,95
20170822121,103
20170822131,95
20170822141,92
20170822151,100
20170822161,96
20170822171,101
20170822181,106
20170822191,114
20170822201,103
20170822211,96
20170822221,88
20170822231,87
20170823001,83
20170823011,69
20170823021,58
20170823031,50
20170823041,40
20170823051,37
20170823061,43
20170823071,50
20170823081,58
20170823091,68
20170823101,87
20170823111,95
20170823121,103
20170823131,95
20170823141,92
20170823151,100
20170823161,96
20170823171,99
20170823181,107
20170823191,114
20170823201,103
20170823211,96
20170823221,88
20170823231,87
20170824001,83
20170824011,69
20170824021,58
20170824031,50
20170824041,40
20170824051,37
20170824061,43
20170824071,50
20170824081,58
20170824091,68
20170824101,87
20170824111,95
20170824121,103
20170824131,95
20170824141,92
20170824151,100
20170824161,96
20170824171,100
20170824181,107
20170824191,114
20170824201,103
20170824211,96
20170824221,88
20170824231,87
20170825001,83
20170825011,66
20170825021,58
20170825031,47
20170825041,40
20170825051,37
20170825061,43
20170825071,50
20170825081,58
20170825091,68
20170825101,87
20170825111,95
20170825121,103
20170825131,95
20170825141,92
20170825151,100
20170825161,96
20170825171,98
20170825181,107
20170825191,114
20170825201,103
20170825211,95
20170825221,88
20170825231,87
20170826001,83
20170826011,62
20170826021,58
20170826031,44
20170826041,40
20170826051,37
20170826061,43
20170826071,50
20170826081,58
20170826091,68
20170826101,87
20170826111,95
20170826121,104
20170826131,95
20170826141,92
20170826151,100
20170826161,96
20170826171,93
20170826181,107
20170826191,114
20170826201,103
20170826211,95
20170826221,88
20170826231,87
20170827001,83
20170827011,61
20170827021,58
20170827031,43
20170827041,40
20170827051,37
20170827061,43
20170827071,50
20170827081,58
20170827091,68
20170827101,87
20170827111,95
20170827121,104
20170827131,95
20170827141,92
20170827151,100
20170827161,96
20170827171,93
20170827181,107
20170827191,114
20170827201,103
20170827211,95
20170827221,88
20170827231,87
20170828001,83
20170828011,63
20170828021,58
20170828031,44
20170828041,40
20170828051,37
20170828061,43
20170828071,50
20170828081,58
20170828091,68
20170828101,88
20170828111,95
20170828121,104
20170828131,95
20170828141,92
20170828151,100
20170828161,96
20170828171,98
20170828181,107
20170828191,114
20170828201,103
20170828211,95
20170828221,88
20170828231,87
20170829001,83
20170829011,66
20170829021,58
20170829031,47
20170829041,40
20170829051,37
20170829061,43
20170829071,50
20170829081,58
20170829091,68
20170829101,88
20170829111,95
20170829121,104
20170829131,95
20170829141,92
20170829151,100
20170829161,96
20170829171,101
20170829181,107
20170829191,115
20170829201,103
20170829211,96
20170829221,88
20170829231,87
20170830001,83
20170830011,68
20170830021,58
20170830031,50
20170830041,40
20170830051,37
20170830061,43
20170830071,50
20170830081,58
20170830091,69
20170830101,88
20170830111,95
20170830121,104
20170830131,95
20170830141,92
20170830151,100
20170830161,97
20170830171,100
20170830181,107
20170830191,115
20170830201,103
20170830211,96
20170830221,88
20170830231,87
20170831001,83
20170831011,68
20170831021,58
20170831031,50
20170831041,40
20170831051,37
20170831061,43
20170831071,50
20170831081,58
20170831091,69
20170831101,88
20170831111,95
20170831121,104
20170831131,96
20170831141,92
20170831151,101
20170831161,97
20170831171,100
20170831181,108
20170831191,115
20170831201,103
20170831211,96
20170831221,88
20170831231,87
20170901001,83
20170901011,66
20170901021,58
20170901031,47
20170901041,40
20170901051,37
20170901061,43
20170901071,50
20170901081,59
20170901091,69
20170901101,88
20170901111,95
20170901121,104
20170901131,96
20170901141,92
20170901151,101
20170901161,97
20170901171,99
20170901181,108
20170901191,115
20170901201,103
20170901211,95
20170901221,88
20170901231,87
20170902001,83
20170902011,63
20170902021,58
20170902031,44
20170902041,40
20170902051,37
20170902061,43
20170902071,50
20170902081,59
20170902091,69
20170902101,88
20170902111,95
20170902121,104
20170902131,96
20170902141,92
20170902151,101
20170902161,97
20170902171,95
20170902181,108
20170902191,115
20170902201,103
20170902211,95
20170902221,88
20170902231,87
20170903001,83
20170903011,61
20170903021,58
20170903031,43
20170903041,40
20170903051,37
20170903061,43
20170903071,50
20170903081,59
20170903091,69
20170903101,88
20170903111,95
20170903121,105
20170903131,96
20170903141,92
20170903151,101
20170903161,97
20170903171,94
20170903181,108
20170903191,115
20170903201,103
20170903211,95
20170903221,88
20170903231,87
20170904001,83
20170904011,63
20170904021,58
20170904031,44
20170904041,40
20170904051,37
20170904061,43
20170904071,50
20170904081,59
20170904091,69
20170904101,88
20170904111,95
20170904121,105
20170904131,96
20170904141,92
20170904151,101
20170904161,97
20170904171,99
20170904181,108
20170904191,115
20170904201,103
20170904211,95
20170904221,88
20170904231,87
20170905001,83
20170905011,66
20170905021,58
20170905031,47
20170905041,40
20170905051,37
20170905061,43
20170905071,50
20170905081,59
20170905091,69
20170905101,88
20170905111,95
20170905121,105
20170905131,96
20170905141,92
20170905151,101
20170905161,97
20170905171,101
20170905181,108
20170905191,115
20170905201,103
20170905211,96
20170905221,88
20170905231,87
20170906001,83
20170906011,68
20170906021,58
20170906031,49
20170906041,40
20170906051,37
20170906061,43
20170906071,50
20170906081,59
20170906091,69
20170906101,88
20170906111,95
20170906121,105
20170906131,96
20170906141,92
20170906151,101
20170906161,97
20170906171,100
20170906181,108
20170906191,116
20170906201,103
20170906211,96
20170906221,88
20170906231,87
20170907001,83
20170907011,68
20170907021,58
20170907031,49
20170907041,40
20170907051,37
20170907061,43
20170907071,50
20170907081,59
20170907091,69
20170907101,89
20170907111,95
20170907121,105
20170907131,96
20170907141,92
20170907151,101
20170907161,97
20170907171,100
20170907181,108
20170907191,116
20170907201,103
20170907211,96
20170907221,88
20170907231,87
20170908001,83
20170908011,66
20170908021,58
20170908031,47
20170908041,40
20170908051,37
20170908061,43
20170908071,50
20170908081,59
20170908091,69
20170908101,89
20170908111,95
20170908121,105
20170908131,96
20170908141,92
20170908151,102
20170908161,98
20170908171,100
20170908181,109
20170908191,116
20170908201,103
20170908211,95
20170908221,88
20170908231,87
20170909001,83
20170909011,63
20170909021,58
20170909031,44
20170909041,40
20170909051,37
20170909061,43
20170909071,50
20170909081,59
20170909091,69
20170909101,89
20170909111,95
20170909121,105
20170909131,97
20170909141,92
20170909151,102
20170909161,98
20170909171,96
20170909181,109
20170909191,116
20170909201,103
20170909211,95
20170909221,88
20170909231,87
20170910001,83
20170910011,62
20170910021,58
20170910031,43
20170910041,40
20170910051,37
20170910061,43
20170910071,50
20170910081,59
20170910091,69
20170910101,89
20170910111,95
20170910121,105
20170910131,97
20170910141,92
20170910151,102
20170910161,98
20170910171,96
20170910181,109
20170910191,116
20170910201,103
20170910211,95
20170910221,88
20170910231,87
20170911001,83
20170911011,63
20170911021,58
20170911031,44
20170911041,40
20170911051,37
20170911061,43
20170911071,50
20170911081,59
20170911091,69
20170911101,89
20170911111,95
20170911121,105
20170911131,97
20170911141,92
20170911151,102
20170911161,98
20170911171,100
20170911181,109
20170911191,116
20170911201,103
20170911211,95
20170911221,88
20170911231,87
20170912001,83
20170912011,66
20170912021,58
20170912031,47
20170912041,40
20170912051,37
20170912061,43
20170912071,50
20170912081,59
20170912091,70
20170912101,89
20170912111,95
20170912121,106
20170912131,97
20170912141,92
20170912151,102
20170912161,98
20170912171,101
20170912181,109
20170912191,116
20170912201,103
20170912211,96
20170912221,88
20170912231,87
20170913001,83
20170913011,67
20170913021,58
20170913031,49
20170913041,40
20170913051,37
20170913061,43
20170913071,50
20170913081,59
20170913091,70
20170913101,89
20170913111,95
20170913121,106
20170913131,97
20170913141,92
20170913151,102
20170913161,98
20170913171,100
20170913181,109
20170913191,117
20170913201,103
20170913211,96
20170913221,88
20170913231,87
20170914001,83
20170914011,67
20170914021,58
20170914031,49
20170914041,40
20170914051,37
20170914061,43
20170914071,50
20170914081,59
20170914091,70
20170914101,89
20170914111,95
20170914121,106
20170914131,97
20170914141,92
20170914151,102
20170914161,98
20170914171,101
20170914181,109
20170914191,117
20170914201,103
20170914211,96
20170914221,88
20170914231,87
20170915001,83
20170915011,66
20170915021,58
20170915031,47
20170915041,40
20170915051,37
20170915061,43
20170915071,50
20170915081,59
20170915091,70
20170915101,89
20170915111,95
20170915121,106
20170915131,97
20170915141,92
20170915151,102
20170915161,98
20170915171,100
20170915181,110
20170915191,117
20170915201,103
20170915211,95
20170915221,88
20170915231,87
20170916001,83
20170916011,63
20170916021,58
20170916031,45
20170916041,40
20170916051,37
20170916061,43
20170916071,50
20170916081,60
20170916091,70
20170916101,89
20170916111,95
20170916121,106
20170916131,97
20170916141,92
20170916151,103
20170916161,98
20170916171,98
20170916181,110
20170916191,117
20170916201,103
20170916211,95
20170916221,88
20170916231,87
20170917001,83
20170917011,62
20170917021,58
20170917031,44
20170917041,40
20170917051,37
20170917061,43
20170917071,50
20170917081,60
20170917091,70
20170917101,90
20170917111,95
20170917121,106
20170917131,97
20170917141,92
20170917151,103
20170917161,99
20170917171,97
20170917181,110
20170917191,117
20170917201,103
20170917211,95
20170917221,88
20170917231,87
20170918001,83
20170918011,63
20170918021,58
20170918031,45
20170918041,40
20170918051,37
20170918061,43
20170918071,50
20170918081,60
20170918091,70
20170918101,90
20170918111,95
20170918121,106
20170918131,98
20170918141,92
20170918151,103
20170918161,99
20170918171,100
20170918181,110
20170918191,117
20170918201,103
20170918211,95
20170918221,88
20170918231,87
20170919001,83
20170919011,65
20170919021,58
20170919031,47
20170919041,40
20170919051,37
20170919061,43
20170919071,50
20170919081,60
20170919091,70
20170919101,90
20170919111,95
20170919121,106
20170919131,98
20170919141,92
20170919151,103
20170919161,99
20170919171,102
20170919181,110
20170919191,117
20170919201,103
20170919211,95
20170919221,88
20170919231,87
20170920001,83
20170920011,67
20170920021,58
20170920031,49
20170920041,40
20170920051,37
20170920061,43
20170920071,50
20170920081,60
20170920091,70
20170920101,90
20170920111,95
20170920121,107
20170920131,98
20170920141,92
20170920151,103
20170920161,99
20170920171,101
20170920181,110
20170920191,118
20170920201,103
20170920211,96
20170920221,88
20170920231,87
20170921001,83
20170921011,67
20170921021,58
20170921031,49
20170921041,40
20170921051,37
20170921061,43
20170921071,50
20170921081,60
20170921091,70
20170921101,90
20170921111,95
20170921121,107
20170921131,98
20170921141,92
20170921151,103
20170921161,99
20170921171,101
20170921181,110
20170921191,118
20170921201,103
20170921211,96
20170921221,88
20170921231,87
20170922001,83
20170922011,65
20170922021,58
20170922031,47
